Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,77,,601,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,1535,,48819,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,118,,1252,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,950611,Skis; for snow,0,,,,,,361,,28330,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,545,,4260,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,22079,,223856,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,1126,,3433,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,950611,Skis; for snow,0,,,,,,22,,97,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,1,,51,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,950611,Skis; for snow,0,,,,,,28,,78,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,950611,Skis; for snow,0,,,,,,38,,21,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,950611,Skis; for snow,0,,,,,,28,,134,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,950611,Skis; for snow,0,,,,,,72,,9858,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,950611,Skis; for snow,0,,,,,,108,,4950,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,950611,Skis; for snow,0,,,,,,33,,3915,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,156,China,,,,,,,,,950611,Skis; for snow,0,,,,,,82,,1611,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,950611,Skis; for snow,0,,,,,,52,,5709,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,950611,Skis; for snow,0,,,,,,307,,9560,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,950611,Skis; for snow,0,,,,,,15,,9823,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,792,Turkey,,,,,,,,,950611,Skis; for snow,0,,,,,,15500,,7966,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,804,Ukraine,,,,,,,,,950611,Skis; for snow,0,,,,,,22,,1991,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,554,New Zealand,,,,,,,,,950611,Skis; for snow,0,,,,,,805,,3803,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,60,,546,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,950611,Skis; for snow,0,,,,,,126,,571,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,211,,7589,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,16,,641,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,42,,1569,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,17,,772,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,14,,2152,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,2292,,41166,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,3,,124,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,788,Tunisia,,,,,,,,,950611,Skis; for snow,0,,,,,,124,,4082,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,14,,366,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,826,United Kingdom,,,,,,,,,950611,Skis; for snow,0,,,,,,27,,1330,,,0
HS,2017,201704,April 2017,6,1,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,950611,Skis; for snow,0,,,,,,10,,56,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,215,,3464,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,192,,4234,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,1612,,63680,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,2089,,98838,,,0
HS,2017,201704,April 2017,6,1,1,Imports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,6641,,221778,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,950611,Skis; for snow,0,,,,,,10,,1480,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,156,China,,,,,,,,,950611,Skis; for snow,0,,,,,,376,,96277,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,1660,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,500,Montserrat,,,,,,,,,950611,Skis; for snow,0,,,,,,9,,1147,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,512,Oman,,,,,,,,,950611,Skis; for snow,0,,,,,,7,,2505,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,950611,Skis; for snow,0,,,,,,2,,122,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,950611,Skis; for snow,0,,,,,,3,,31,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,6,,6,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,950611,Skis; for snow,0,,,,,,635,,16596,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,834,United Rep. of Tanzania,,,,,,,,,950611,Skis; for snow,0,,,,,,1170,,339,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,686,Senegal,,,,,,,,,950611,Skis; for snow,0,,,,,,2500,,4316,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,554,New Zealand,,,,,,,,,950611,Skis; for snow,0,,,,,,2302,,7113,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,950611,Skis; for snow,0,,,,,,8,,3091,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,950611,Skis; for snow,0,,,,,,40,,5939,,,0
HS,2017,201703,March 2017,6,1,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,950611,Skis; for snow,0,,,,,,24,,2531,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,233,Estonia,,,,,,,,,950611,Skis; for snow,0,,,,,,2,,1,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,398,Kazakhstan,,,,,,,,,950611,Skis; for snow,0,,,,,,13,,1439,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,1441,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,950611,Skis; for snow,0,,,,,,70,,14869,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,950611,Skis; for snow,0,,,,,,84,,1426,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,950611,Skis; for snow,0,,,,,,12,,248,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,950611,Skis; for snow,0,,,,,,1215,,2899,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,643,Russian Federation,,,,,,,,,950611,Skis; for snow,0,,,,,,400,,8181,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,950611,Skis; for snow,0,,,,,,11,,8,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,2560,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,950611,Skis; for snow,0,,,,,,8,,2568,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,554,New Zealand,,,,,,,,,950611,Skis; for snow,0,,,,,,16,,1280,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,950611,Skis; for snow,0,,,,,,2,,3,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,950611,Skis; for snow,0,,,,,,931,,9946,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,950611,Skis; for snow,0,,,,,,173,,4702,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,704,Viet Nam,,,,,,,,,950611,Skis; for snow,0,,,,,,11,,1897,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,950611,Skis; for snow,0,,,,,,192,,5078,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,950611,Skis; for snow,0,,,,,,1500,,557,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,950611,Skis; for snow,0,,,,,,65,,2989,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,950611,Skis; for snow,0,,,,,,14,,16,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,950611,Skis; for snow,0,,,,,,1725,,13184,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,818,Egypt,,,,,,,,,950611,Skis; for snow,0,,,,,,795,,2639,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,690,Seychelles,,,,,,,,,950611,Skis; for snow,0,,,,,,16,,1923,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,950611,Skis; for snow,0,,,,,,16000,,12695,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,950611,Skis; for snow,0,,,,,,57,,6480,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,950611,Skis; for snow,0,,,,,,14,,165,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,950611,Skis; for snow,0,,,,,,22,,178,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,950611,Skis; for snow,0,,,,,,18,,9786,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,699,India,,,,,,,,,950611,Skis; for snow,0,,,,,,1,,1135,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,950611,Skis; for snow,0,,,,,,12,,12,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,950611,Skis; for snow,0,,,,,,182,,12152,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,950611,Skis; for snow,0,,,,,,50,,11065,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,950611,Skis; for snow,0,,,,,,462,,46326,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,834,United Rep. of Tanzania,,,,,,,,,950611,Skis; for snow,0,,,,,,700,,11469,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,950611,Skis; for snow,0,,,,,,41,,3580,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,74,,2556,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,586,Pakistan,,,,,,,,,950611,Skis; for snow,0,,,,,,23,,1167,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,15,,451,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,6,,27,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,705,Slovenia,,,,,,,,,950611,Skis; for snow,0,,,,,,6,,102,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,174,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,950611,Skis; for snow,0,,,,,,26,,491,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,148,,2863,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,950611,Skis; for snow,0,,,,,,18,,340,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,85,,1208,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,35,,1055,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,183,,2085,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,950611,Skis; for snow,0,,,,,,11,,183,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,88,,2601,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,950611,Skis; for snow,0,,,,,,34,,311,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,25,,380,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,8,,118,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,950611,Skis; for snow,0,,,,,,8,,100,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,950611,Skis; for snow,0,,,,,,141,,3563,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,13,,355,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,142,,17106,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,55,,393,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,73,,984,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,24,,160,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,23,,193,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,10197,,194890,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,5799,,23722,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,13,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,950611,Skis; for snow,0,,,,,,274,,5373,,,0
HS,2017,201706,June 2017,6,1,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,950611,Skis; for snow,0,,,,,,1833,,37222,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,950611,Skis; for snow,0,,,,,,63,,5109,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,23,,2762,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,950611,Skis; for snow,0,,,,,,31,,185,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,414,,1787,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,33087,,177755,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,60,,901,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,950611,Skis; for snow,0,,,,,,16,,117,,,0
HS,2017,201708,August 2017,6,1,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,8785,,65761,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,5,,184,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,504,Morocco,,,,,,,,,950611,Skis; for snow,0,,,,,,69,,3113,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,219,,19216,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,124,Canada,,,,,,,,,950611,Skis; for snow,0,,,,,,1300,,2981,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,291,,2044,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,579,Norway,,,,,,,,,950611,Skis; for snow,0,,,,,,9,,2499,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,950611,Skis; for snow,0,,,,,,137,,6146,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,27,,1190,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,156,China,,,,,,,,,950611,Skis; for snow,0,,,,,,9604,,271143,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,8538,,327010,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,1336,,80805,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,620,,25046,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,193,,1802,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,156,China,,,,,,,,,950611,Skis; for snow,0,,,,,,1815,,10598,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,70,,2562,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,950611,Skis; for snow,0,,,,,,4417,,173479,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,53,,2940,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,950611,Skis; for snow,0,,,,,,13,,93,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,2107,,124578,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,982,,33467,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,25109,,893309,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,251,France,,,,,,,,,950611,Skis; for snow,0,,,,,,1608,,104100,,,0
HS,2017,201708,August 2017,6,1,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,2,,32,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,0,World,,,,,,,,,950611,Skis; for snow,0,,,,,,8945,,340486,,,0
HS,2017,201706,June 2017,6,1,1,Imports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,527,,34590,,,0
HS,2017,201707,July 2017,6,1,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,950611,Skis; for snow,0,,,,,,31,,1428,,,0
HS,2017,201707,July 2017,6,1,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,283,,8227,,,0
HS,2017,201707,July 2017,6,1,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,29,,727,,,0
HS,2017,201707,July 2017,6,1,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,4,,96,,,0
HS,2017,201707,July 2017,6,1,1,Imports,826,United Kingdom,,788,Tunisia,,,,,,,,,950611,Skis; for snow,0,,,,,,32,,1508,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,950611,Skis; for snow,0,,,,,,711,,7433,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,950611,Skis; for snow,0,,,,,,556,,2195,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,950611,Skis; for snow,0,,,,,,10473,,118267,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,950611,Skis; for snow,0,,,,,,2,,30,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,950611,Skis; for snow,0,,,,,,4,,5,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,950611,Skis; for snow,0,,,,,,237,,7880,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,950611,Skis; for snow,0,,,,,,1575,,6152,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,950611,Skis; for snow,0,,,,,,4000,,3871,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,704,Viet Nam,,,,,,,,,950611,Skis; for snow,0,,,,,,7,,1208,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,699,India,,,,,,,,,950611,Skis; for snow,0,,,,,,250,,5460,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,950611,Skis; for snow,0,,,,,,32,,1316,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,288,Ghana,,,,,,,,,950611,Skis; for snow,0,,,,,,500,,3897,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,950611,Skis; for snow,0,,,,,,21,,225,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,950611,Skis; for snow,0,,,,,,871,,18196,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,950611,Skis; for snow,0,,,,,,19,,86,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,950611,Skis; for snow,0,,,,,,12,,14,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,950611,Skis; for snow,0,,,,,,35,,717,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,950611,Skis; for snow,0,,,,,,16,,265,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,950611,Skis; for snow,0,,,,,,77,,1194,,,0
HS,2017,201707,July 2017,6,1,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,950611,Skis; for snow,0,,,,,,85,,1452,,,0
